#,File Number,Trade Name,Corp Name,Business Status,Address,City,State,Zip,Mail Address,Mail City,Mail State,Mail Zip,County,Permit Number,Issue Date,Permit Status
374,00237308CM-999,Bond Brothers Beer Company ,Bond Brothers Beer Company LLC,Active,202 East Cedar Street,Cary,,27511,,,,,Wake,00237308BM,8/18/2016 15:11,Active
,00237308CM-999,Bond Brothers Beer Company ,Bond Brothers Beer Company LLC,Active,202 East Cedar Street,Cary,,27511,,,,,Wake,00237308DG,8/18/2016 15:11,Active
,00237308CM-999,Bond Brothers Beer Company ,Bond Brothers Beer Company LLC,Active,202 East Cedar Street,Cary,,27511,,,,,Wake,00237308BW,8/18/2016 15:11,Active
375,00237329CM-999,Clouds Brewing,Storm Clouds Brewing LLC,Active,1233 Front Street Suite E,Raleigh,,27609,,,,,Wake,00237329DG,12/21/2016 14:58,Active
,00237329CM-999,Clouds Brewing,Storm Clouds Brewing LLC,Active,1233 Front Street Suite E,Raleigh,,27609,,,,,Wake,00237329BM,12/21/2016 14:58,Active
,00237329CM-999,Clouds Brewing,Storm Clouds Brewing LLC,Active,1233 Front Street Suite E,Raleigh,,27609,,,,,Wake,00237329BW,12/21/2016 14:58,Active
376,00237349CM-999,3rd Rock Brewing Company,3rd Rock Brewing Company LLC,Cancelled,134-B Industrial Park Drive,Trenton,,28585,,,,,Jones,00237349DG,6/19/2017 11:51,Cancelled
,00237349CM-999,3rd Rock Brewing Company,3rd Rock Brewing Company LLC,Cancelled,134-B Industrial Park Drive,Trenton,,28585,,,,,Jones,00237349BW,6/19/2017 11:51,Cancelled
,00237349CM-999,3rd Rock Brewing Company,3rd Rock Brewing Company LLC,Cancelled,134-B Industrial Park Drive,Trenton,,28585,,,,,Jones,00237349BM,6/19/2017 11:51,Cancelled
377,00237532CM-999,Blue Ghost Brewing Company,G L J E LLC,Active,125 Underwood Road,Fletcher,,28732,,,,,Henderson,00237532BW,11/16/2016 8:51,Active
,00237532CM-999,Blue Ghost Brewing Company,G L J E LLC,Active,125 Underwood Road,Fletcher,,28732,,,,,Henderson,00237532DG,11/16/2016 8:51,Active
,00237532CM-999,Blue Ghost Brewing Company,G L J E LLC,Active,125 Underwood Road,Fletcher,,28732,,,,,Henderson,00237532BM,11/16/2016 8:51,Active
378,00237852CM-999,Southern Peak Brewery,Southern Peak Brewery LLC,Active,950 Windy Road Suite 100,Apex,,27502,,,,,Wake,00237852DG,9/12/2016 10:52,Active
,00237852CM-999,Southern Peak Brewery,Southern Peak Brewery LLC,Active,950 Windy Road Suite 100,Apex,,27502,,,,,Wake,00237852BW,9/12/2016 10:52,Active
,00237852CM-999,Southern Peak Brewery,Southern Peak Brewery LLC,Active,950 Windy Road Suite 100,Apex,,27502,,,,,Wake,00237852BM,9/12/2016 10:52,Active
379,00237928CM-999,Cabarrus Brewing Company,Cabarrus Brewing Company LLC,Active,329 McGill Avenue NW,Concord,,28027,,,,,Cabarrus,00237928BM,6/21/2017 15:07,Active
,00237928CM-999,Cabarrus Brewing Company,Cabarrus Brewing Company LLC,Active,329 McGill Avenue NW,Concord,,28027,,,,,Cabarrus,00237928BW,6/21/2017 15:07,Active
,00237928CM-999,Cabarrus Brewing Company,Cabarrus Brewing Company LLC,Active,329 McGill Avenue NW,Concord,,28027,,,,,Cabarrus,00237928DG,6/21/2017 15:08,Active
380,00238362CM-999,Ghostface Brewing,Ghostface Brewing LLC,Cancelled,427 East Statesville Avenue Suite 100,Mooresville,,28115,,,,,Iredell,00238362DG,12/21/2016 12:57,Cancelled
,00238362CM-999,Ghostface Brewing,Ghostface Brewing LLC,Cancelled,427 East Statesville Avenue Suite 100,Mooresville,,28115,,,,,Iredell,00238362BM,12/21/2016 12:57,Cancelled
,00238362CM-999,Ghostface Brewing,Ghostface Brewing LLC,Cancelled,427 East Statesville Avenue Suite 100,Mooresville,,28115,,,,,Iredell,00238362BW,12/21/2016 12:57,Cancelled
381,00239292CM-999,Tek Mountain Brewery,Tek Mountain Brewery LLC,Active,1844 Sir Tyler Drive,Wilmington,,28405,,,,,New Hanover,00239292BM,10/21/2016 11:19,Active
382,00239867CM-999,Blind Squirrel Brewery,Transitional Dynamics LLC,Cancelled,4716 South US Hwy 19 East Unit A and C,Plumtree,,28664,PO Box 173,Plumtree,NC ,28664,Avery,00239867BM,2/9/2017 16:23,Cancelled
,00239867CM-999,Blind Squirrel Brewery,Transitional Dynamics LLC,Cancelled,4716 South US Hwy 19 East Unit A and C,Plumtree,,28664,PO Box 173,Plumtree,NC ,28664,Avery,00239867BW,2/9/2017 16:23,Cancelled
,00239867CM-999,Blind Squirrel Brewery,Transitional Dynamics LLC,Cancelled,4716 South US Hwy 19 East Unit A and C,Plumtree,,28664,PO Box 173,Plumtree,NC ,28664,Avery,00239867DG,2/9/2017 16:23,Cancelled
383,00240241CM-999,Cape Fear Vineyard and Winery,Cape Fear Vineyard and Winery LLC,Active,195 Vineyard Drive,Elizabethtown,,28337,218-B Aviation Parkway,Elizabethtown,NC ,28337,Bladen,00240241UW,6/29/2017 12:31,Active
,00240241CM-999,Cape Fear Vineyard and Winery,Cape Fear Vineyard and Winery LLC,Active,195 Vineyard Drive,Elizabethtown,,28337,218-B Aviation Parkway,Elizabethtown,NC ,28337,Bladen,00240241FW,6/29/2017 12:31,Active
,00240241CM-999,Cape Fear Vineyard and Winery,Cape Fear Vineyard and Winery LLC,Active,195 Vineyard Drive,Elizabethtown,,28337,218-B Aviation Parkway,Elizabethtown,NC ,28337,Bladen,00240241DI,6/29/2017 12:31,Active
,00240241CM-999,Cape Fear Vineyard and Winery,Cape Fear Vineyard and Winery LLC,Active,195 Vineyard Drive,Elizabethtown,,28337,218-B Aviation Parkway,Elizabethtown,NC ,28337,Bladen,00240241DS,6/29/2017 12:31,Active
,00240241CM-999,Cape Fear Vineyard and Winery,Cape Fear Vineyard and Winery LLC,Active,195 Vineyard Drive,Elizabethtown,,28337,218-B Aviation Parkway,Elizabethtown,NC ,28337,Bladen,00240241WW,6/29/2017 12:31,Active
,00240241CM-999,Cape Fear Vineyard and Winery,Cape Fear Vineyard and Winery LLC,Active,195 Vineyard Drive,Elizabethtown,,28337,218-B Aviation Parkway,Elizabethtown,NC ,28337,Bladen,00240241WE,6/29/2017 12:31,Active
,00240241CM-999,Cape Fear Vineyard and Winery,Cape Fear Vineyard and Winery LLC,Active,195 Vineyard Drive,Elizabethtown,,28337,218-B Aviation Parkway,Elizabethtown,NC ,28337,Bladen,00240241SE,10/23/2019 12:21,Active
,00240241CM-999,Cape Fear Vineyard and Winery,Cape Fear Vineyard and Winery LLC,Active,195 Vineyard Drive,Elizabethtown,,28337,218-B Aviation Parkway,Elizabethtown,NC ,28337,Bladen,00240241DH,6/29/2017 12:31,Active
384,00240282CM-999,Bills Front Porch Pub and Brewery,Musser Company Inc,Active,4238 Market Street,Wilmington,,28403,4240 Market Street,Wilmington,NC ,28403,New Hanover,00240282BM,6/2/2017 16:04,Active
,00240282CM-999,Bills Front Porch Pub and Brewery,Musser Company Inc,Active,4238 Market Street,Wilmington,,28403,4240 Market Street,Wilmington,NC ,28403,New Hanover,00240282DG,6/2/2017 16:04,Active
,00240282CM-999,Bills Front Porch Pub and Brewery,Musser Company Inc,Active,4238 Market Street,Wilmington,,28403,4240 Market Street,Wilmington,NC ,28403,New Hanover,00240282BW,6/2/2017 16:04,Active
385,00240423CM-999,Dreamchasers Brewery,Dreamweavers Brewery LLC,Active,115 East North Main Street,Waxhaw,,28173,,,,,Union,00240423BM,6/29/2017 14:26,Active
,00240423CM-999,Dreamchasers Brewery,Dreamweavers Brewery LLC,Active,115 East North Main Street,Waxhaw,,28173,,,,,Union,00240423BW,6/29/2017 14:26,Active
,00240423CM-999,Dreamchasers Brewery,Dreamweavers Brewery LLC,Active,115 East North Main Street,Waxhaw,,28173,,,,,Union,00240423DG,6/29/2017 14:26,Active
386,00240576CM-999,Durty Bull Brewing Company,M R R Holdings LLC,Active,206 Broadway Street Suite 104,Durham,,27701,,Durham,NC ,27701,Durham,00240576DG,12/15/2016 15:48,Active
,00240576CM-999,Durty Bull Brewing Company,M R R Holdings LLC,Active,206 Broadway Street Suite 104,Durham,,27701,,Durham,NC ,27701,Durham,00240576BM,12/15/2016 15:48,Active
,00240576CM-999,Durty Bull Brewing Company,M R R Holdings LLC,Active,206 Broadway Street Suite 104,Durham,,27701,,Durham,NC ,27701,Durham,00240576BW,12/15/2016 15:48,Active
387,00240617CM-999,Pinetop Distillery,Pine Top Distillery LLC,Active,1053 East Whitaker Mill Road Suite 103,Raleigh,,27604,,,,,Wake,00240617DI,8/28/2017 17:59,Active
,00240617CM-999,Pinetop Distillery,Pine Top Distillery LLC,Active,1053 East Whitaker Mill Road Suite 103,Raleigh,,27604,,,,,Wake,00240617SE,11/15/2017 12:41,Active
388,00240904CM-999,Dragon Moonshine Company,Draco Invictus LLC,Active,516 East 15th Street Suite 14-B,Charlotte,,28206,,,,,Mecklenburg,00240904DI,10/31/2017 9:53,Active
389,00241397CM-999,Ecusta Brewing Company,Ecusta Brewing Company LLC,Cancelled,36 East Main Street,Brevard,,28712,49 Pisgah Hwy Suite 3,Pisgah Forest,NC ,28768,Transylvania,00241397BM,10/18/2016 11:37,Cancelled
,00241397CM-999,Ecusta Brewing Company,Ecusta Brewing Company LLC,Cancelled,36 East Main Street,Brevard,,28712,49 Pisgah Hwy Suite 3,Pisgah Forest,NC ,28768,Transylvania,00241397BW,10/18/2016 11:37,Cancelled
,00241397CM-999,Ecusta Brewing Company,Ecusta Brewing Company LLC,Cancelled,36 East Main Street,Brevard,,28712,49 Pisgah Hwy Suite 3,Pisgah Forest,NC ,28768,Transylvania,00241397DG,10/18/2016 11:37,Cancelled
390,00241397CM-998,Ecusta Brewing Company,Ecusta Brewing Company LLC,Active,49 Pisgah Hwy Suite 3,Pisgah Forest,,28768,,,,,Transylvania,00243633BW,9/13/2017 15:16,Active
,00241397CM-998,Ecusta Brewing Company,Ecusta Brewing Company LLC,Active,49 Pisgah Hwy Suite 3,Pisgah Forest,,28768,,,,,Transylvania,00241397DG,5/14/2019 9:17,Active
,00241397CM-998,Ecusta Brewing Company,Ecusta Brewing Company LLC,Active,49 Pisgah Hwy Suite 3,Pisgah Forest,,28768,,,,,Transylvania,00243633BM,9/13/2017 15:16,Active
391,00241463CM-999,Fainting Goat Spirits ,Fainting Goat Spirits LLC,Active,115 West Lewis Street,Greensboro,,27406,321 West Wendover Avenue,Greensboro,NC ,27408,Guilford,00241463DH,7/26/2017 10:33,Active
,00241463CM-999,Fainting Goat Spirits ,Fainting Goat Spirits LLC,Active,115 West Lewis Street,Greensboro,,27406,321 West Wendover Avenue,Greensboro,NC ,27408,Guilford,00241463DI,7/26/2017 10:33,Active
,00241463CM-999,Fainting Goat Spirits ,Fainting Goat Spirits LLC,Active,115 West Lewis Street,Greensboro,,27406,321 West Wendover Avenue,Greensboro,NC ,27408,Guilford,00241463SL,7/26/2017 10:33,Active
,00241463CM-999,Fainting Goat Spirits ,Fainting Goat Spirits LLC,Active,115 West Lewis Street,Greensboro,,27406,321 West Wendover Avenue,Greensboro,NC ,27408,Guilford,00241463LI,7/26/2017 10:33,Active
,00241463CM-999,Fainting Goat Spirits ,Fainting Goat Spirits LLC,Active,115 West Lewis Street,Greensboro,,27406,321 West Wendover Avenue,Greensboro,NC ,27408,Guilford,00241463SE,7/26/2017 10:33,Active
392,00241587CM-999,Blue Blaze Brewing,Blue Blaze Brewing Inc,Active,528 South Turner Avenue,Charlotte,,28208,PO Box 480244,Charlotte,NC ,28269,Mecklenburg,00241587BM,2/7/2017 15:30,Active
,00241587CM-999,Blue Blaze Brewing,Blue Blaze Brewing Inc,Active,528 South Turner Avenue,Charlotte,,28208,PO Box 480244,Charlotte,NC ,28269,Mecklenburg,00241587BW,2/7/2017 15:30,Active
,00241587CM-999,Blue Blaze Brewing,Blue Blaze Brewing Inc,Active,528 South Turner Avenue,Charlotte,,28208,PO Box 480244,Charlotte,NC ,28269,Mecklenburg,00241587DG,2/7/2017 15:30,Active
393,00241937CM-999,Joymongers Brewing Company,Joymongers LLC,Active,576 North Eugene Street,Greensboro,,27401,160 Settings Blvd,Black Mountain,NC ,28711,Guilford,00241937BW,10/10/2017 11:10,Active
,00241937CM-999,Joymongers Brewing Company,Joymongers LLC,Active,576 North Eugene Street,Greensboro,,27401,160 Settings Blvd,Black Mountain,NC ,28711,Guilford,00241937DG,10/10/2017 11:10,Active
,00241937CM-999,Joymongers Brewing Company,Joymongers LLC,Active,576 North Eugene Street,Greensboro,,27401,160 Settings Blvd,Black Mountain,NC ,28711,Guilford,00241937BM,10/10/2017 11:10,Active
394,00242047CM-999,Currahee Brewing Company,Currahee Brewing Company LLC,Active,100 Lakeside Drive,Franklin,,28734,,,,,Macon,00242047BW,12/13/2016 15:03,Active
,00242047CM-999,Currahee Brewing Company,Currahee Brewing Company LLC,Active,100 Lakeside Drive,Franklin,,28734,,,,,Macon,00242047DG,12/13/2016 15:03,Active
,00242047CM-999,Currahee Brewing Company,Currahee Brewing Company LLC,Active,100 Lakeside Drive,Franklin,,28734,,,,,Macon,00242047BM,12/13/2016 15:03,Active
395,00242461CM-999,Carolina Saloon Distillery,Carolina Saloon Distillery Inc,Cancelled,363 Bert Winston Road,Youngsville,,27596,,,,,Franklin,00242461DI,7/10/2017 10:53,Cancelled
,00242461CM-999,Carolina Saloon Distillery,Carolina Saloon Distillery Inc,Cancelled,363 Bert Winston Road,Youngsville,,27596,,,,,Franklin,00242461SL,7/10/2017 10:53,Cancelled
,00242461CM-999,Carolina Saloon Distillery,Carolina Saloon Distillery Inc,Cancelled,363 Bert Winston Road,Youngsville,,27596,,,,,Franklin,00242461DH,7/10/2017 10:53,Cancelled
396,00242692CM-999,Hickory Nut Gorge Craft Brewery,Hickory Nut Gorge Craft Brewery LLC,Active,461 Main Street,Chimney Rock,,28746,615 Bottomless Pools Road,Lake Lure,NC ,28746,Rutherford,00242692BM,7/20/2017 11:21,Active
,00242692CM-999,Hickory Nut Gorge Craft Brewery,Hickory Nut Gorge Craft Brewery LLC,Active,461 Main Street,Chimney Rock,,28746,615 Bottomless Pools Road,Lake Lure,NC ,28746,Rutherford,00242692DG,7/20/2017 11:21,Active
,00242692CM-999,Hickory Nut Gorge Craft Brewery,Hickory Nut Gorge Craft Brewery LLC,Active,461 Main Street,Chimney Rock,,28746,615 Bottomless Pools Road,Lake Lure,NC ,28746,Rutherford,00242692BW,7/20/2017 11:21,Active
397,00242692CM-,Hickory Nut Brewery at Mars Hill,Hickory Nut Gorge Craft Brewery LLC,Pending-Temporary,70 North Main Street,Mars Hill,,28754,615 Bottomless Pools Road,Lake Lure,NC ,28746,Madison,,,
398,00242775CM-999,Thirsty Nomad Brewing,Thirsty Nomad Brewing LLC,Active,4402 Stuart Andrew Blvd Suite A,Charlotte,,28217,,,,,Mecklenburg,00242775BM,7/13/2017 15:22,Active
,00242775CM-999,Thirsty Nomad Brewing,Thirsty Nomad Brewing LLC,Active,4402 Stuart Andrew Blvd Suite A,Charlotte,,28217,,,,,Mecklenburg,00242775BW,7/13/2017 15:22,Active
,00242775CM-999,Thirsty Nomad Brewing,Thirsty Nomad Brewing LLC,Active,4402 Stuart Andrew Blvd Suite A,Charlotte,,28217,,,,,Mecklenburg,00242775DG,7/13/2017 15:22,Active
399,00242857CM-998,Red Hare Brewing Company  ,Red Hare Brewing Company LLC,Active,4802 Main Street,Shallotte,,28420,1998 Delk Industrial Blvd,Marietta,GA ,30067,Brunswick,00263719DG,10/22/2018 11:11,Active
,00242857CM-998,Red Hare Brewing Company  ,Red Hare Brewing Company LLC,Active,4802 Main Street,Shallotte,,28420,1998 Delk Industrial Blvd,Marietta,GA ,30067,Brunswick,00263719BM,10/22/2018 11:11,Active
,00242857CM-998,Red Hare Brewing Company  ,Red Hare Brewing Company LLC,Active,4802 Main Street,Shallotte,,28420,1998 Delk Industrial Blvd,Marietta,GA ,30067,Brunswick,00263719BW,10/22/2018 11:11,Active
400,00242859CM-999,Winding Creek Brewing Company,Winding Creek Brewing Company LLC,Cancelled,322 East Mills Street,Columbus,,28722,10 Winding Creek Lane,Columbus,NC ,28722,Polk,00242859DG,9/15/2017 12:15,Cancelled
,00242859CM-999,Winding Creek Brewing Company,Winding Creek Brewing Company LLC,Cancelled,322 East Mills Street,Columbus,,28722,10 Winding Creek Lane,Columbus,NC ,28722,Polk,00242859BM,9/15/2017 12:15,Cancelled
,00242859CM-999,Winding Creek Brewing Company,Winding Creek Brewing Company LLC,Cancelled,322 East Mills Street,Columbus,,28722,10 Winding Creek Lane,Columbus,NC ,28722,Polk,00242859BW,9/15/2017 12:15,Cancelled
401,00243061CM-999,Dingo Dog Brewing Company,Dingo Dog Brewing Company Limited,Active,9907 Leta Drive,Chapel Hill,,27516,,,,,Orange,00243061UW,9/13/2017 15:02,Active
,00243061CM-999,Dingo Dog Brewing Company,Dingo Dog Brewing Company Limited,Active,9907 Leta Drive,Chapel Hill,,27516,,,,,Orange,00243061BM,9/13/2017 15:02,Active
,00243061CM-999,Dingo Dog Brewing Company,Dingo Dog Brewing Company Limited,Active,9907 Leta Drive,Chapel Hill,,27516,,,,,Orange,00243061BW,9/13/2017 15:02,Active
,00243061CM-999,Dingo Dog Brewing Company,Dingo Dog Brewing Company Limited,Active,9907 Leta Drive,Chapel Hill,,27516,,,,,Orange,00243061WE,9/13/2017 15:02,Active
,00243061CM-999,Dingo Dog Brewing Company,Dingo Dog Brewing Company Limited,Active,9907 Leta Drive,Chapel Hill,,27516,,,,,Orange,00243061WW,9/13/2017 15:02,Active
,00243061CM-999,Dingo Dog Brewing Company,Dingo Dog Brewing Company Limited,Active,9907 Leta Drive,Chapel Hill,,27516,,,,,Orange,00243061DG,9/13/2017 15:02,Active
402,00243126CM-999,AllJuice,AllJuice Operating LLC,Cancelled,352 Jet Street,Hendersonville,,28792,,,,,Henderson,00243126DI,1/19/2017 12:33,Cancelled
403,00243585CM-999,South Mountain Distilling Company,S M B V LLC,Active,1027 Malcolm Blvd,Rutherford College,,28671,100 Oakland Court,Valdese,NC ,28690,Burke,00243585SE,7/24/2017 13:02,Active
,00243585CM-999,South Mountain Distilling Company,S M B V LLC,Active,1027 Malcolm Blvd,Rutherford College,,28671,100 Oakland Court,Valdese,NC ,28690,Burke,00243585DI,7/24/2017 13:02,Active
404,00243815CM-999,Angry Troll Brewing,Local Minded Brewing LLC,Active,222 East Main Street Suite U6,Elkin,,28621,222 East Main Street Suite U6,Elkin,NC ,28621,Surry,00243815DG,7/18/2017 9:34,Active
,00243815CM-999,Angry Troll Brewing,Local Minded Brewing LLC,Active,222 East Main Street Suite U6,Elkin,,28621,222 East Main Street Suite U6,Elkin,NC ,28621,Surry,00243815BW,7/18/2017 9:34,Active
,00243815CM-999,Angry Troll Brewing,Local Minded Brewing LLC,Active,222 East Main Street Suite U6,Elkin,,28621,222 East Main Street Suite U6,Elkin,NC ,28621,Surry,00243815BM,7/18/2017 9:34,Active
405,00243856CM-999,Lassiter Distilling Company,Lassiter Distilling Company LLC,Active,317-319 North First Avenue,Knightdale,,27545,,,,,Wake,00243856DI,7/31/2017 16:31,Active
,00243856CM-999,Lassiter Distilling Company,Lassiter Distilling Company LLC,Active,317-319 North First Avenue,Knightdale,,27545,,,,,Wake,00243856DH,7/31/2017 16:31,Active
,00243856CM-999,Lassiter Distilling Company,Lassiter Distilling Company LLC,Active,317-319 North First Avenue,Knightdale,,27545,,,,,Wake,00243856SE,7/31/2017 16:31,Active
406,00244674CM-999,Basic Brewery,Basic Brewery LLC,Cancelled,131 3rd Avenue West,Hendersonville,,28792,,,,,Henderson,00244674BM,7/18/2017 8:31,Cancelled
407,00244757CM-999,Southern Range Brewing,Southern Range Brewing LLC,Active,151 South Stewart Street,Monroe,,28112,,,,,Union,00244757BW,9/21/2017 16:13,Active
,00244757CM-999,Southern Range Brewing,Southern Range Brewing LLC,Active,151 South Stewart Street,Monroe,,28112,,,,,Union,00244757BM,9/21/2017 16:13,Active
,00244757CM-999,Southern Range Brewing,Southern Range Brewing LLC,Active,151 South Stewart Street,Monroe,,28112,,,,,Union,00244757DG,9/21/2017 16:13,Active
408,00244757CM-998,Southern Range Brewing,Southern Range Brewing LLC,Active,415 North Sutherland Avenue,Monroe,,28110,151 South Stewart Street,Monroe,NC ,28112,Union,00279265DG,11/19/2019 11:48,Active
,00244757CM-998,Southern Range Brewing,Southern Range Brewing LLC,Active,415 North Sutherland Avenue,Monroe,,28110,151 South Stewart Street,Monroe,NC ,28112,Union,00279265BW,11/19/2019 11:48,Active
,00244757CM-998,Southern Range Brewing,Southern Range Brewing LLC,Active,415 North Sutherland Avenue,Monroe,,28110,151 South Stewart Street,Monroe,NC ,28112,Union,00279265BM,11/19/2019 11:48,Active
409,00244978CM-999,Twenty Six Acres Brewing Company,Twenty Six Acres Brewing Company LLC,Active,7285 West Winds Blvd,Concord,,28027,,,,,Cabarrus,00244978BW,9/27/2017 12:05,Active
,00244978CM-999,Twenty Six Acres Brewing Company,Twenty Six Acres Brewing Company LLC,Active,7285 West Winds Blvd,Concord,,28027,,,,,Cabarrus,00244978DG,9/27/2017 12:05,Active
,00244978CM-999,Twenty Six Acres Brewing Company,Twenty Six Acres Brewing Company LLC,Active,7285 West Winds Blvd,Concord,,28027,,,,,Cabarrus,00244978BM,9/27/2017 12:05,Active
410,00245037CM-999,Red Hill Brewing Company,Red Hill Brewing Company,Active,21 Union Street Second Floor,Concord,,28025,,,,,Cabarrus,00245037BM,9/27/2017 15:32,Active
,00245037CM-999,Red Hill Brewing Company,Red Hill Brewing Company,Active,21 Union Street Second Floor,Concord,,28025,,,,,Cabarrus,00245037BW,9/27/2017 15:32,Active
,00245037CM-999,Red Hill Brewing Company,Red Hill Brewing Company,Active,21 Union Street Second Floor,Concord,,28025,,,,,Cabarrus,00245037DG,9/27/2017 15:32,Active
411,00245041CM-999,Holman Distillery,Holman Distillery LLC,Active,385-A Hose Road,Moravian Falls,,28654,,,,,Wilkes,00245041DI,9/14/2017 11:53,Active
,00245041CM-999,Holman Distillery,Holman Distillery LLC,Active,385-A Hose Road,Moravian Falls,,28654,,,,,Wilkes,00245041SE,9/14/2017 11:53,Active
